,name,price,address,information,url,brand,image_url,model,store,type,fuel,used_status,used_distance,Giảm xóc - Phuộc,Phanh,Động cơ,Đồng hồ,Khoá,Hệ thống đèn,Hệ thống tự động,Công nghệ kết nối,Khác
65,Honda Blade 110 Sport,10800000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/939/1697939/1697939_209408_2._20230615081149_2dBcz6dX_l_800x800.jpg"", ""model"": ""Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Phuộc ống lồng,Giảm xóc thủy lực"", ""Phanh"": ""Phanh thắng đùm/ tang trống""}",https://api.okxe.vn/products/honda-blade-110-sport-1697939,Honda,https://cdn.okxe.vn/products/939/1697939/1697939_209408_2._20230615081149_2dBcz6dX_l_800x800.jpg,Blade,xe máy PHÚ THỊNH,2,Gasolin,used,5000,"Phuộc ống lồng,Giảm xóc thủy lực",Phanh thắng đùm/ tang trống,,,,,,,
66,Honda Air Blade 125 FI,20000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/940/1697940/1697940_209408_1._20230615081220_3siHKg4l_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697940,Honda,https://cdn.okxe.vn/products/940/1697940/1697940_209408_1._20230615081220_3siHKg4l_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
67,Brixton BX 125,25500000,Tp. Hà Nội,"{""brand"": ""Brixton"", ""image_url"": ""https://cdn.okxe.vn/products/945/1697945/1697945_209408_5._20230615081420_iXNsrknu_l_800x800.jpg"", ""model"": ""BX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/brixton-bx-125-1697945,Brixton,https://cdn.okxe.vn/products/945/1697945/1697945_209408_5._20230615081420_iXNsrknu_l_800x800.jpg,BX,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
68,Honda Air Blade 125 FI,18500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/944/1697944/1697944_209408_3._20230615081324_f7QkGOtF_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697944,Honda,https://cdn.okxe.vn/products/944/1697944/1697944_209408_3._20230615081324_f7QkGOtF_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
69,Yamaha Exciter 135,12500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/946/1697946/1697946_209408_1._20230615081433_gY6kFNDy_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-135-1697946,Yamaha,https://cdn.okxe.vn/products/946/1697946/1697946_209408_1._20230615081433_gY6kFNDy_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
70,Yamaha FZ 150i,18000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/943/1697943/1697943_209408_1._20230615081250_Nvc6L0v4_l_800x800.jpg"", ""model"": ""FZ"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-fz-150i-1697943,Yamaha,https://cdn.okxe.vn/products/943/1697943/1697943_209408_1._20230615081250_Nvc6L0v4_l_800x800.jpg,FZ,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
71,Piaggio Vespa LX,11000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/938/1697938/1697938_209408_2._20230615081111_n7sNoqBE_l_800x800.jpg"", ""model"": ""Vespa"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Phanh"": ""Phanh Đĩa"", ""Đồng hồ"": ""Đồng hồ LCD""}",https://api.okxe.vn/products/piaggio-vespa-lx-1697938,Piaggio,https://cdn.okxe.vn/products/938/1697938/1697938_209408_2._20230615081111_n7sNoqBE_l_800x800.jpg,Vespa,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Phuộc Bottom-link Uni-Trak,Phanh Đĩa,,Đồng hồ LCD,,,,,
72,Benelli TNT 125,16000000,Tp. Hà Nội,"{""brand"": ""Benelli"", ""image_url"": ""https://cdn.okxe.vn/products/935/1697935/1697935_209408_4._20230615080901_2JT5EEqG_l_800x800.jpg"", ""model"": ""TNT"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh ABS,Phanh Đĩa""}",https://api.okxe.vn/products/benelli-tnt-125-1697935,Benelli,https://cdn.okxe.vn/products/935/1697935/1697935_209408_4._20230615080901_2JT5EEqG_l_800x800.jpg,TNT,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh ABS,Phanh Đĩa",,,,,,,
73,Yamaha NVX 155,27500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": null, ""model"": ""NVX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nvx-155-1697931,Yamaha,,NVX,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
74,Honda CBR 150,39000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/933/1697933/1697933_209408_1._20230615080840_taVLWO8j_l_800x800.jpg"", ""model"": ""CBR"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/honda-cbr-150-1697933,Honda,https://cdn.okxe.vn/products/933/1697933/1697933_209408_1._20230615080840_taVLWO8j_l_800x800.jpg,CBR,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
75,Honda Air Blade 110 FI,11500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/926/1697926/1697926_209408_3._20230615080518_Zd9uzaWP_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-110-fi-1697926,Honda,https://cdn.okxe.vn/products/926/1697926/1697926_209408_3._20230615080518_Zd9uzaWP_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
76,Yamaha NVX 155,27500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/934/1697934/1697934_209408_4._20230615080855_FhoV2s3F_l_800x800.jpg"", ""model"": ""NVX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nvx-155-1697934,Yamaha,https://cdn.okxe.vn/products/934/1697934/1697934_209408_4._20230615080855_FhoV2s3F_l_800x800.jpg,NVX,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
77,Honda Winner X 150,25500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/929/1697929/1697929_209408_3._20230615080627_EIVybNe3_l_800x800.jpg"", ""model"": ""Winner X"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/honda-winner-x-150-1697929,Honda,https://cdn.okxe.vn/products/929/1697929/1697929_209408_3._20230615080627_EIVybNe3_l_800x800.jpg,Winner X,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
78,Yamaha NVX 155,25500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/927/1697927/1697927_209408_2._20230615080519_WhE7ewpA_l_800x800.jpg"", ""model"": ""NVX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nvx-155-1697927,Yamaha,https://cdn.okxe.vn/products/927/1697927/1697927_209408_2._20230615080519_WhE7ewpA_l_800x800.jpg,NVX,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
79,Honda Wave Alpha 110,13700000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/928/1697928/1697928_209408_1._20230615080612_oEKlnypH_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1697928,Honda,https://cdn.okxe.vn/products/928/1697928/1697928_209408_1._20230615080612_oEKlnypH_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
80,Honda Wave Alpha 110,12800000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": null, ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 30000, ""Phanh"": ""Phanh cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-110-1697924,Honda,,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,30000,,Phanh cơ,Phun xăng điện tử Fi / PGM-FI,,,,,,
81,Yamaha Nozza Grande 125,10000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/925/1697925/1697925_209408_4._20230615080410_1NADcaK6_l_800x800.jpg"", ""model"": ""Nozza Grande"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nozza-grande-125-1697925,Yamaha,https://cdn.okxe.vn/products/925/1697925/1697925_209408_4._20230615080410_1NADcaK6_l_800x800.jpg,Nozza Grande,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
82,Yamaha Janus 125,18500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/923/1697923/1697923_209408_5._20230615080307_AK50haDm_l_800x800.jpg"", ""model"": ""Janus"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-janus-125-1697923,Yamaha,https://cdn.okxe.vn/products/923/1697923/1697923_209408_5._20230615080307_AK50haDm_l_800x800.jpg,Janus,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
83,Benelli BN 251,17500000,Tp. Hà Nội,"{""brand"": ""Benelli"", ""image_url"": ""https://cdn.okxe.vn/products/921/1697921/1697921_209408_1._20230615080208_9HqQ0Pau_l_800x800.jpg"", ""model"": ""BN"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""3"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/benelli-bn-251-1697921,Benelli,https://cdn.okxe.vn/products/921/1697921/1697921_209408_1._20230615080208_9HqQ0Pau_l_800x800.jpg,BN,xe máy PHÚ THỊNH,3,Gasolin,used,5000,,Phanh Đĩa,,,,,,,
84,Suzuki GZ 150A,37500000,Tp. Hà Nội,"{""brand"": ""Suzuki"", ""image_url"": null, ""model"": ""GZ"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Khác"": ""Tiết kiệm nhiên liệu""}",https://api.okxe.vn/products/suzuki-gz-150a-1697919,Suzuki,,GZ,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,,,Tiết kiệm nhiên liệu
85,Yamaha Exciter 150,26000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/920/1697920/1697920_209408_7._20230615080203_6RH1a0J9_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-150-1697920,Yamaha,https://cdn.okxe.vn/products/920/1697920/1697920_209408_7._20230615080203_6RH1a0J9_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
86,Honda Wave Alpha RSX 110 Fi,12800000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/913/1697913/1697913_209408_1._20230615075821_mxIVzLQ3_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-rsx-110-fi-1697913,Honda,https://cdn.okxe.vn/products/913/1697913/1697913_209408_1._20230615075821_mxIVzLQ3_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ",Phun xăng điện tử Fi / PGM-FI,,,,,,
87,Honda SH 150i,38000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/914/1697914/1697914_209408_6._20230615075841_NzC2bUTs_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1697914,Honda,https://cdn.okxe.vn/products/914/1697914/1697914_209408_6._20230615075841_NzC2bUTs_l_800x800.jpg,SH,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
88,Yamaha TFX 150,37500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": null, ""model"": ""TFX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-tfx-150-1697917,Yamaha,,TFX,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
89,Honda Super Cub 50,8000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/918/1697918/1697918_209408_3._20230615080055_xXAMZbil_l_800x800.jpg"", ""model"": ""Super Cub"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống""}",https://api.okxe.vn/products/honda-super-cub-50-1697918,Honda,https://cdn.okxe.vn/products/918/1697918/1697918_209408_3._20230615080055_xXAMZbil_l_800x800.jpg,Super Cub,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh thắng đùm/ tang trống,,,,,,,
90,SYM Attila 125,6000000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/912/1697912/1697912_209408_3._20230615075753_Akv7yu4Z_l_800x800.jpg"", ""model"": ""Attila"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/sym-attila-125-1697912,SYM,https://cdn.okxe.vn/products/912/1697912/1697912_209408_3._20230615075753_Akv7yu4Z_l_800x800.jpg,Attila,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
91,Honda Air Blade 110,12500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/915/1697915/1697915_209408_3._20230615075856_cGbl6NA6_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực"", ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/honda-air-blade-110-1697915,Honda,https://cdn.okxe.vn/products/915/1697915/1697915_209408_3._20230615075856_cGbl6NA6_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Giảm xóc thủy lực,Phanh Đĩa,,,,,,,
92,Benelli TNT 150,17000000,Tp. Hà Nội,"{""brand"": ""Benelli"", ""image_url"": null, ""model"": ""TNT"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa""}",https://api.okxe.vn/products/benelli-tnt-150-1697911,Benelli,,TNT,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa",,,,,,,
93,Ducati Mini 110,13500000,Tp. Hà Nội,"{""brand"": ""Ducati"", ""image_url"": ""https://cdn.okxe.vn/products/909/1697909/1697909_209408_2._20230615075532_qaGPBPxw_l_800x800.jpg"", ""model"": ""Mini"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc đơn/ monoshock"", ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống đèn"": ""Đèn LED""}",https://api.okxe.vn/products/ducati-mini-110-1697909,Ducati,https://cdn.okxe.vn/products/909/1697909/1697909_209408_2._20230615075532_qaGPBPxw_l_800x800.jpg,Mini,xe máy PHÚ THỊNH,2,Gasolin,used,5000,Giảm xóc đơn/ monoshock,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,Đèn LED,,,
94,Yamaha R15 V3 155,44000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/908/1697908/1697908_209408_8._20230615075513_19Ld3iCV_l_800x800.jpg"", ""model"": ""R15 V3"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-r15-v3-155-1697908,Yamaha,https://cdn.okxe.vn/products/908/1697908/1697908_209408_8._20230615075513_19Ld3iCV_l_800x800.jpg,R15 V3,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
95,Honda LEAD 125 FI,27000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/904/1697904/1697904_209408_5._20230615075328_AJZsEMa1_l_800x800.jpg"", ""model"": ""LEAD"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Khoá"": ""Smartkey"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-lead-125-fi-1697904,Honda,https://cdn.okxe.vn/products/904/1697904/1697904_209408_5._20230615075328_AJZsEMa1_l_800x800.jpg,LEAD,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,Smartkey,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
96,Honda MSX 125,20500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/906/1697906/1697906_209408_4._20230615075433_vayXx0Yy_l_800x800.jpg"", ""model"": ""MSX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-msx-125-1697906,Honda,https://cdn.okxe.vn/products/906/1697906/1697906_209408_4._20230615075433_vayXx0Yy_l_800x800.jpg,MSX,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,,,
97,Honda Air Blade 125 FI,23500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/898/1697898/1697898_209408_5._20230615075119_lj3ajMNv_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697898,Honda,https://cdn.okxe.vn/products/898/1697898/1697898_209408_5._20230615075119_lj3ajMNv_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
98,Piaggio Liberty 125,9000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/891/1697891/1697891_209408_7._20230615074802_HeWPafIh_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1697891,Piaggio,https://cdn.okxe.vn/products/891/1697891/1697891_209408_7._20230615074802_HeWPafIh_l_800x800.jpg,Liberty,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
99,Honda Air Blade 110,9500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": null, ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực"", ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/honda-air-blade-110-1697900,Honda,,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,Giảm xóc thủy lực,Phanh Đĩa,,,,,,,
100,Suzuki GSX R150,32000000,Tp. Hà Nội,"{""brand"": ""Suzuki"", ""image_url"": ""https://cdn.okxe.vn/products/897/1697897/1697897_209408_4._20230615075013_MEczlOul_l_800x800.jpg"", ""model"": ""GSX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Khác"": ""Tiết kiệm nhiên liệu""}",https://api.okxe.vn/products/suzuki-gsx-r150-1697897,Suzuki,https://cdn.okxe.vn/products/897/1697897/1697897_209408_4._20230615075013_MEczlOul_l_800x800.jpg,GSX,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,,,Tiết kiệm nhiên liệu
